direction,level_type,entry_date,exit_date,entry_price,exit_price,tp_price,sl_price,size,pnl_gross,cost,pnl_net,bars_held,exit_reason
LONG,resistance,2022-04-16 22:00:00,2022-04-17 02:30:00,40586.68,40180.81,41398.41,40180.81,0.038642,-15.68,3.12,-18.8,18,stop_loss
SHORT,support,2022-04-17 17:00:00,2022-04-18 04:15:00,40244.61,39439.72,39439.72,40647.06,0.038854,31.27,3.1,28.18,45,take_profit
SHORT,support,2022-04-18 04:15:00,2022-04-18 12:15:00,38901.47,39290.48,38123.44,39290.48,0.040377,-15.71,3.16,-18.86,32,stop_loss
LONG,resistance,2022-04-18 18:00:00,2022-04-19 00:30:00,40396.84,41204.78,41204.78,39992.87,0.038765,31.32,3.16,28.16,26,take_profit
LONG,resistance,2022-04-19 00:30:00,2022-04-19 07:15:00,40992.07,40582.15,41811.91,40582.15,0.038374,-15.73,3.13,-18.86,27,stop_loss
LONG,resistance,2022-04-19 13:45:00,2022-04-20 18:30:00,41451.52,41037.0,42280.55,41037.0,0.037835,-15.68,3.12,-18.8,115,stop_loss
SHORT,support,2022-04-20 18:30:00,2022-04-20 20:00:00,40908.8,41317.89,40090.62,41317.89,0.038222,-15.64,3.14,-18.78,6,stop_loss
LONG,resistance,2022-04-21 10:15:00,2022-04-21 17:00:00,42193.94,41772.0,43037.82,41772.0,0.036947,-15.59,3.1,-18.69,27,stop_loss
SHORT,support,2022-04-21 20:00:00,2022-04-21 22:15:00,41192.95,40369.09,40369.09,41604.88,0.037731,31.09,3.08,28.01,9,take_profit
SHORT,support,2022-04-21 22:15:00,2022-04-22 05:15:00,40290.8,40693.71,39484.98,40693.71,0.03875,-15.61,3.14,-18.75,28,stop_loss
SHORT,support,2022-04-22 14:30:00,2022-04-24 16:45:00,39874.39,39076.9,39076.9,40273.13,0.039037,31.13,3.08,28.05,201,take_profit
SHORT,support,2022-04-24 16:45:00,2022-04-25 00:45:00,39490.01,38700.21,38700.21,39884.91,0.039594,31.27,3.1,28.18,32,take_profit
SHORT,support,2022-04-25 00:45:00,2022-04-25 03:15:00,38855.47,39244.02,38078.36,39244.02,0.040422,-15.71,3.16,-18.86,10,stop_loss
SHORT,support,2022-04-25 06:45:00,2022-04-25 13:30:00,38636.35,39022.71,37863.62,39022.71,0.040529,-15.66,3.15,-18.81,27,stop_loss
LONG,resistance,2022-04-25 18:45:00,2022-04-26 00:30:00,39887.03,40684.77,40684.77,39488.16,0.039141,31.22,3.15,28.07,23,take_profit
LONG,resistance,2022-04-26 00:30:00,2022-04-26 12:45:00,40604.92,40198.87,41417.02,40198.87,0.038621,-15.68,3.12,-18.8,49,stop_loss
SHORT,support,2022-04-26 15:30:00,2022-04-26 17:15:00,38987.11,38207.37,38207.37,39376.98,0.040104,31.27,3.1,28.17,7,take_profit
SHORT,support,2022-04-26 17:15:00,2022-04-27 06:45:00,38255.04,38637.59,37489.94,38637.59,0.041055,-15.71,3.16,-18.86,54,stop_loss
LONG,resistance,2022-04-27 21:30:00,2022-04-28 14:00:00,39324.69,38931.44,40111.18,38931.44,0.039818,-15.66,3.12,-18.77,66,stop_loss
LONG,resistance,2022-04-28 15:00:00,2022-04-28 15:15:00,40105.76,39704.7,40907.88,39704.7,0.038926,-15.61,3.11,-18.72,1,stop_loss
LONG,resistance,2022-04-28 15:15:00,2022-04-28 15:45:00,39707.92,39310.84,40502.08,39310.84,0.039198,-15.56,3.1,-18.66,2,stop_loss
LONG,resistance,2022-04-28 17:45:00,2022-04-28 20:00:00,40283.72,39880.88,41089.39,39880.88,0.038522,-15.52,3.09,-18.61,9,stop_loss
SHORT,support,2022-04-29 10:30:00,2022-04-29 13:45:00,38961.06,39350.67,38181.84,39350.67,0.03971,-15.47,3.11,-18.58,13,stop_loss
SHORT,support,2022-04-29 16:30:00,2022-04-30 23:00:00,38520.0,37749.6,37749.6,38905.2,0.040044,30.85,3.05,27.8,122,take_profit
SHORT,support,2022-04-30 23:00:00,2022-05-01 15:15:00,37819.12,38197.31,37062.74,38197.31,0.04097,-15.49,3.11,-18.61,65,stop_loss
LONG,resistance,2022-05-01 15:45:00,2022-05-01 18:45:00,38490.0,38105.1,39259.8,38105.1,0.040135,-15.45,3.07,-18.52,12,stop_loss
LONG,resistance,2022-05-01 23:15:00,2022-05-02 18:00:00,38516.92,38131.75,39287.26,38131.75,0.039987,-15.4,3.06,-18.47,75,stop_loss
SHORT,support,2022-05-03 16:00:00,2022-05-04 07:45:00,38216.67,38598.84,37452.34,38598.84,0.04018,-15.36,3.09,-18.44,63,stop_loss
LONG,resistance,2022-05-04 07:45:00,2022-05-04 18:45:00,38701.32,39475.35,39475.35,38314.31,0.039558,30.62,3.09,27.53,44,take_profit
LONG,resistance,2022-05-04 18:45:00,2022-05-05 13:30:00,39617.08,39220.91,40409.42,39220.91,0.038817,-15.38,3.06,-18.44,75,stop_loss
SHORT,support,2022-05-05 14:15:00,2022-05-05 15:00:00,38643.35,37870.48,37870.48,39029.78,0.039676,30.66,3.04,27.63,3,take_profit
SHORT,support,2022-05-05 15:00:00,2022-05-05 18:15:00,37241.84,36497.0,36497.0,37614.26,0.041355,30.8,3.05,27.75,13,take_profit
SHORT,support,2022-05-05 18:15:00,2022-05-05 18:45:00,36184.32,36546.16,35460.63,36546.16,0.042755,-15.47,3.11,-18.58,2,stop_loss
SHORT,support,2022-05-05 18:45:00,2022-05-05 19:15:00,36387.03,35659.29,35659.29,36750.9,0.042389,30.85,3.05,27.79,2,take_profit
SHORT,support,2022-05-05 19:15:00,2022-05-05 19:30:00,35835.91,36194.27,35119.19,36194.27,0.043235,-15.49,3.11,-18.61,1,stop_loss
SHORT,support,2022-05-05 19:30:00,2022-05-05 21:15:00,36124.6,36485.85,35402.11,36485.85,0.042761,-15.45,3.1,-18.55,7,stop_loss
SHORT,support,2022-05-06 11:15:00,2022-05-06 12:30:00,35725.73,36082.99,35011.22,36082.99,0.043108,-15.4,3.1,-18.5,5,stop_loss
SHORT,support,2022-05-06 13:30:00,2022-05-06 14:00:00,35505.41,35860.46,34795.3,35860.46,0.043246,-15.35,3.09,-18.44,2,stop_loss
SHORT,support,2022-05-06 14:00:00,2022-05-06 15:15:00,35905.99,36265.05,35187.87,36265.05,0.042635,-15.31,3.08,-18.39,5,stop_loss
SHORT,support,2022-05-07 20:30:00,2022-05-07 21:45:00,35784.92,35069.22,35069.22,36142.77,0.042651,30.53,3.02,27.5,5,take_profit
SHORT,support,2022-05-07 21:45:00,2022-05-07 23:00:00,35026.37,35376.63,34325.84,35376.63,0.043771,-15.33,3.08,-18.41,5,stop_loss
SHORT,support,2022-05-07 23:00:00,2022-05-08 01:45:00,35450.04,34741.04,34741.04,35804.54,0.043118,30.57,3.03,27.54,11,take_profit
SHORT,support,2022-05-08 01:45:00,2022-05-08 17:00:00,34824.17,34127.69,34127.69,35172.41,0.04409,30.71,3.04,27.67,61,take_profit
SHORT,support,2022-05-08 17:00:00,2022-05-08 18:15:00,34025.77,34366.03,33345.25,34366.03,0.045328,-15.42,3.1,-18.52,5,stop_loss
SHORT,support,2022-05-09 02:15:00,2022-05-09 10:45:00,33564.36,32893.07,32893.07,33900.0,0.045813,30.75,3.04,27.71,34,take_profit
SHORT,support,2022-05-09 10:45:00,2022-05-09 11:45:00,32822.22,33150.44,32165.78,33150.44,0.04706,-15.45,3.1,-18.55,4,stop_loss
SHORT,support,2022-05-09 14:30:00,2022-05-09 16:30:00,32713.02,32058.76,32058.76,33040.15,0.047076,30.8,3.05,27.75,8,take_profit
SHORT,support,2022-05-09 16:30:00,2022-05-09 17:00:00,31865.66,31228.35,31228.35,32184.32,0.048545,30.94,3.06,27.88,2,take_profit
SHORT,support,2022-05-09 17:00:00,2022-05-09 17:15:00,31464.8,31779.45,30835.5,31779.45,0.049385,-15.54,3.12,-18.66,1,stop_loss
SHORT,support,2022-05-09 17:15:00,2022-05-09 18:00:00,31718.43,31084.06,31084.06,32035.61,0.048843,30.98,3.07,27.92,3,take_profit
SHORT,support,2022-05-09 18:00:00,2022-05-09 18:15:00,31099.99,31410.99,30477.99,31410.99,0.050039,-15.56,3.13,-18.69,1,stop_loss
SHORT,support,2022-05-09 18:15:00,2022-05-09 18:30:00,31002.2,30382.16,30382.16,31312.22,0.050046,31.03,3.07,27.96,1,take_profit
SHORT,support,2022-05-09 18:30:00,2022-05-09 18:45:00,30415.89,30720.05,29807.57,30720.05,0.05124,-15.59,3.13,-18.72,1,stop_loss
SHORT,support,2022-05-09 18:45:00,2022-05-09 19:45:00,30786.98,31094.85,30171.24,31094.85,0.050471,-15.54,3.12,-18.66,4,stop_loss
SHORT,support,2022-05-09 19:45:00,2022-05-09 20:00:00,30944.82,31254.27,30325.92,31254.27,0.050063,-15.49,3.11,-18.61,1,stop_loss
SHORT,support,2022-05-09 23:30:00,2022-05-10 00:00:00,30208.99,30511.08,29604.81,30511.08,0.051128,-15.45,3.1,-18.55,2,stop_loss
SHORT,support,2022-05-10 00:00:00,2022-05-10 00:30:00,30300.16,30603.16,29694.16,30603.16,0.050821,-15.4,3.1,-18.49,2,stop_loss
SHORT,support,2022-05-10 00:30:00,2022-05-10 00:45:00,30609.13,30915.22,29996.95,30915.22,0.050157,-15.35,3.09,-18.44,1,stop_loss
SHORT,support,2022-05-11 07:30:00,2022-05-11 08:00:00,30361.48,30665.09,29754.25,30665.09,0.050414,-15.31,3.08,-18.38,2,stop_loss
SHORT,support,2022-05-11 12:30:00,2022-05-11 12:45:00,30257.25,29652.1,29652.1,30559.82,0.050436,30.52,3.02,27.5,1,take_profit
SHORT,support,2022-05-11 12:45:00,2022-05-11 13:00:00,29329.3,29622.59,28742.71,29622.59,0.052266,-15.33,3.08,-18.41,1,stop_loss
SHORT,support,2022-05-11 13:00:00,2022-05-11 13:15:00,29286.77,29579.64,28701.03,29579.64,0.052185,-15.28,3.07,-18.36,1,stop_loss
SHORT,support,2022-05-11 13:15:00,2022-05-11 13:30:00,29859.87,30158.47,29262.67,30158.47,0.05103,-15.24,3.06,-18.3,1,stop_loss
SHORT,support,2022-05-11 13:30:00,2022-05-11 13:45:00,30606.98,30913.05,29994.84,30913.05,0.049635,-15.19,3.05,-18.25,1,stop_loss
SHORT,support,2022-05-11 20:15:00,2022-05-11 20:45:00,29242.66,28657.81,28657.81,29535.09,0.051794,30.29,3.0,27.29,2,take_profit
SHORT,support,2022-05-11 20:45:00,2022-05-11 21:00:00,28486.14,28771.0,27916.42,28771.0,0.05341,-15.21,3.06,-18.27,1,stop_loss
SHORT,support,2022-05-11 21:00:00,2022-05-11 21:15:00,28599.64,28885.64,28027.65,28885.64,0.053038,-15.17,3.05,-18.22,1,stop_loss
SHORT,support,2022-05-11 21:15:00,2022-05-11 21:30:00,28169.79,28451.49,27606.39,28451.49,0.053685,-15.12,3.04,-18.16,1,stop_loss
SHORT,support,2022-05-11 21:30:00,2022-05-11 21:45:00,28540.05,28825.45,27969.25,28825.45,0.05283,-15.08,3.03,-18.11,1,stop_loss
SHORT,support,2022-05-12 04:15:00,2022-05-12 04:30:00,27891.56,28170.48,27333.73,28170.48,0.053896,-15.03,3.02,-18.05,1,stop_loss
SHORT,support,2022-05-12 04:30:00,2022-05-12 05:00:00,27951.69,27392.66,27392.66,28231.21,0.053618,29.97,2.97,27.01,2,take_profit
SHORT,support,2022-05-12 05:00:00,2022-05-12 05:15:00,26975.25,27245.0,26435.74,27245.0,0.05581,-15.05,3.03,-18.08,1,stop_loss
SHORT,support,2022-05-12 05:15:00,2022-05-12 05:30:00,27196.96,27468.93,26653.02,27468.93,0.055188,-15.01,3.02,-18.03,1,stop_loss
SHORT,support,2022-05-12 05:30:00,2022-05-12 06:15:00,27236.44,27508.8,26691.71,27508.8,0.054943,-14.96,3.01,-17.97,3,stop_loss
SHORT,support,2022-05-12 07:15:00,2022-05-12 07:30:00,28273.1,27707.64,27707.64,28555.83,0.05277,29.84,2.95,26.89,1,take_profit
LONG,resistance,2022-05-13 02:15:00,2022-05-13 03:00:00,30014.62,30614.91,30614.91,29714.47,0.049932,29.97,3.03,26.95,3,take_profit
LONG,resistance,2022-05-13 03:00:00,2022-05-13 05:15:00,30454.79,31063.89,31063.89,30150.24,0.049431,30.11,3.04,27.07,9,take_profit
LONG,resistance,2022-05-13 05:15:00,2022-05-13 05:45:00,30819.28,30511.09,31435.67,30511.09,0.049066,-15.12,3.01,-18.13,2,stop_loss
LONG,resistance,2022-05-13 05:45:00,2022-05-13 07:00:00,30532.64,30227.31,31143.29,30227.31,0.049378,-15.08,3.0,-18.08,5,stop_loss
LONG,resistance,2022-05-13 14:30:00,2022-05-13 15:15:00,30848.86,30540.37,31465.84,30540.37,0.048726,-15.03,2.99,-18.02,3,stop_loss
SHORT,support,2022-05-14 04:45:00,2022-05-14 14:00:00,29355.87,28768.75,28768.75,29649.43,0.05105,29.97,2.97,27.01,37,take_profit
SHORT,support,2022-05-14 14:00:00,2022-05-14 15:00:00,28773.04,29060.77,28197.58,29060.77,0.052319,-15.05,3.03,-18.08,4,stop_loss
SHORT,support,2022-05-14 16:00:00,2022-05-14 16:45:00,28892.63,29181.56,28314.78,29181.56,0.051946,-15.01,3.02,-18.03,3,stop_loss
LONG,resistance,2022-05-14 22:45:00,2022-05-14 23:15:00,30239.33,29936.94,30844.12,29936.94,0.049484,-14.96,2.98,-17.94,2,stop_loss
LONG,resistance,2022-05-14 23:15:00,2022-05-15 02:15:00,30068.54,29767.85,30669.91,29767.85,0.049616,-14.92,2.97,-17.89,12,stop_loss
LONG,resistance,2022-05-15 11:45:00,2022-05-15 14:15:00,30241.46,29939.05,30846.29,29939.05,0.049184,-14.87,2.96,-17.83,10,stop_loss
LONG,resistance,2022-05-15 20:00:00,2022-05-15 22:00:00,30819.19,31435.57,31435.57,30511.0,0.048117,29.66,3.0,26.66,8,take_profit
LONG,resistance,2022-05-15 22:00:00,2022-05-16 01:30:00,31180.01,30868.21,31803.61,30868.21,0.047774,-14.9,2.96,-17.86,14,stop_loss
SHORT,support,2022-05-16 06:15:00,2022-05-16 08:00:00,29481.46,29776.27,28891.83,29776.27,0.050375,-14.85,2.99,-17.84,7,stop_loss
SHORT,support,2022-05-16 15:30:00,2022-05-16 15:45:00,29432.18,29726.5,28843.54,29726.5,0.050308,-14.81,2.98,-17.78,1,stop_loss
SHORT,support,2022-05-16 16:15:00,2022-05-16 17:30:00,29436.72,29731.09,28847.99,29731.09,0.050149,-14.76,2.97,-17.73,5,stop_loss
LONG,resistance,2022-05-17 03:30:00,2022-05-17 14:30:00,30399.2,30095.21,31007.18,30095.21,0.048416,-14.72,2.93,-17.65,44,stop_loss
SHORT,support,2022-05-17 18:15:00,2022-05-17 19:00:00,29605.95,29902.01,29013.83,29902.01,0.049564,-14.67,2.95,-17.62,3,stop_loss
SHORT,support,2022-05-18 13:00:00,2022-05-18 15:15:00,29622.88,29030.42,29030.42,29919.11,0.049387,29.26,2.9,26.36,9,take_profit
SHORT,support,2022-05-18 15:15:00,2022-05-18 19:00:00,29010.22,29300.32,28430.02,29300.32,0.050657,-14.7,2.95,-17.65,15,stop_loss
SHORT,support,2022-05-18 23:15:00,2022-05-19 02:45:00,28832.2,29120.52,28255.56,29120.52,0.050817,-14.65,2.94,-17.6,14,stop_loss
LONG,resistance,2022-05-19 13:45:00,2022-05-19 15:15:00,29517.33,30107.68,30107.68,29222.16,0.049488,29.22,2.95,26.26,6,take_profit
LONG,resistance,2022-05-19 15:15:00,2022-05-20 01:30:00,30116.29,30718.62,30718.62,29815.13,0.048722,29.35,2.96,26.38,41,take_profit
LONG,resistance,2022-05-20 01:30:00,2022-05-20 02:00:00,30654.42,30347.88,31267.51,30347.88,0.048082,-14.74,2.93,-17.67,2,stop_loss
LONG,resistance,2022-05-20 02:00:00,2022-05-20 06:30:00,30256.05,29953.49,30861.17,29953.49,0.048569,-14.7,2.92,-17.62,18,stop_loss
SHORT,support,2022-05-20 14:45:00,2022-05-20 16:00:00,29489.33,28899.54,28899.54,29784.22,0.049682,29.3,2.9,26.4,5,take_profit
SHORT,support,2022-05-20 16:00:00,2022-05-20 23:00:00,29079.97,29370.77,28498.37,29370.77,0.050609,-14.72,2.96,-17.68,28,stop_loss
LONG,resistance,2022-05-21 15:45:00,2022-05-22 04:15:00,29552.47,29256.95,30143.52,29256.95,0.04965,-14.67,2.92,-17.59,50,stop_loss
LONG,resistance,2022-05-22 09:15:00,2022-05-22 09:45:00,29592.13,30183.97,30183.97,29296.21,0.049435,29.26,2.96,26.3,2,take_profit
LONG,resistance,2022-05-22 09:45:00,2022-05-22 11:30:00,30140.78,29839.37,30743.6,29839.37,0.048753,-14.69,2.92,-17.62,7,stop_loss
LONG,resistance,2022-05-22 22:15:00,2022-05-23 18:45:00,30269.2,29966.51,30874.58,29966.51,0.048401,-14.65,2.92,-17.57,82,stop_loss
SHORT,support,2022-05-23 18:45:00,2022-05-23 19:15:00,29879.36,29281.77,29281.77,30178.15,0.048885,29.21,2.89,26.32,2,take_profit
SHORT,support,2022-05-23 19:15:00,2022-05-24 15:45:00,29240.0,29532.4,28655.2,29532.4,0.050179,-14.67,2.95,-17.62,82,stop_loss
LONG,resistance,2022-05-24 21:00:00,2022-05-25 02:45:00,29544.98,30135.88,30135.88,29249.53,0.049512,29.26,2.95,26.3,23,take_profit
LONG,resistance,2022-05-25 02:45:00,2022-05-25 06:00:00,30114.78,29813.63,30717.08,29813.63,0.048794,-14.69,2.92,-17.62,13,stop_loss
SHORT,support,2022-05-26 06:15:00,2022-05-26 08:45:00,29599.58,29007.59,29007.59,29895.58,0.049494,29.3,2.9,26.4,10,take_profit
SHORT,support,2022-05-26 08:45:00,2022-05-26 13:15:00,29009.59,28429.4,28429.4,29299.69,0.050728,29.43,2.91,26.52,18,take_profit
SHORT,support,2022-05-26 13:15:00,2022-05-26 13:45:00,28245.88,28528.34,27680.96,28528.34,0.052335,-14.78,2.97,-17.75,2,stop_loss
SHORT,support,2022-05-26 13:45:00,2022-05-26 14:00:00,28811.0,29099.11,28234.78,29099.11,0.051154,-14.74,2.96,-17.7,1,stop_loss
SHORT,support,2022-05-27 15:00:00,2022-05-27 19:45:00,28734.91,29022.26,28160.21,29022.26,0.051136,-14.69,2.95,-17.65,19,stop_loss
LONG,resistance,2022-05-29 10:15:00,2022-05-30 01:45:00,29110.8,29693.02,29693.02,28819.69,0.050324,29.3,2.96,26.34,62,take_profit
LONG,resistance,2022-05-30 01:45:00,2022-05-30 03:00:00,29770.01,30365.41,30365.41,29472.31,0.049431,29.43,2.97,26.46,5,take_profit
LONG,resistance,2022-05-30 03:00:00,2022-05-30 06:15:00,30225.44,30829.95,30829.95,29923.19,0.048905,29.56,2.99,26.58,13,take_profit
LONG,resistance,2022-05-30 06:15:00,2022-05-30 13:15:00,30592.01,30286.09,31203.85,30286.09,0.048536,-14.85,2.95,-17.8,28,stop_loss
LONG,resistance,2022-05-30 19:30:00,2022-05-30 20:15:00,30701.45,31315.48,31315.48,30394.44,0.048218,29.61,2.99,26.62,3,take_profit
LONG,resistance,2022-05-30 20:15:00,2022-05-30 21:15:00,31307.85,30994.77,31934.01,30994.77,0.047496,-14.87,2.96,-17.83,4,stop_loss
LONG,resistance,2022-05-30 21:15:00,2022-05-31 13:30:00,31682.01,31365.19,32315.65,31365.19,0.046795,-14.83,2.95,-17.78,65,stop_loss
LONG,resistance,2022-05-31 15:45:00,2022-05-31 18:45:00,32058.53,31737.94,32699.7,31737.94,0.046107,-14.78,2.94,-17.72,12,stop_loss
SHORT,support,2022-06-01 14:30:00,2022-06-01 16:15:00,31168.69,30545.32,30545.32,31480.38,0.047281,29.47,2.92,26.56,7,take_profit
SHORT,support,2022-06-01 16:15:00,2022-06-01 20:15:00,30404.82,29796.72,29796.72,30708.87,0.048687,29.61,2.93,26.68,16,take_profit
SHORT,support,2022-06-01 20:15:00,2022-06-01 23:00:00,29623.21,29919.44,29030.75,29919.44,0.050197,-14.87,2.99,-17.86,11,stop_loss
LONG,resistance,2022-06-02 20:00:00,2022-06-03 10:15:00,30314.48,30011.34,30920.77,30011.34,0.048905,-14.83,2.95,-17.78,57,stop_loss
SHORT,support,2022-06-03 12:30:00,2022-06-03 22:00:00,29588.01,29883.89,28996.25,29883.89,0.049955,-14.78,2.97,-17.75,38,stop_loss
LONG,resistance,2022-06-04 14:30:00,2022-06-06 00:45:00,29772.13,30367.57,30367.57,29474.41,0.049497,29.47,2.98,26.5,137,take_profit
LONG,resistance,2022-06-06 00:45:00,2022-06-06 01:45:00,30301.7,30907.73,30907.73,29998.68,0.048851,29.61,2.99,26.62,4,take_profit
LONG,resistance,2022-06-06 01:45:00,2022-06-06 08:30:00,30844.07,31460.95,31460.95,30535.63,0.048208,29.74,3.0,26.73,27,take_profit
LONG,resistance,2022-06-06 08:30:00,2022-06-06 17:15:00,31406.61,31092.54,32034.74,31092.54,0.047557,-14.94,2.97,-17.91,35,stop_loss
SHORT,support,2022-06-07 01:00:00,2022-06-07 01:45:00,30189.19,29585.41,29585.41,30491.08,0.049326,29.78,2.95,26.83,3,take_profit
SHORT,support,2022-06-07 01:45:00,2022-06-07 14:30:00,29568.47,29864.15,28977.1,29864.15,0.050589,-14.96,3.01,-17.96,51,stop_loss
LONG,resistance,2022-06-07 20:15:00,2022-06-07 22:45:00,31347.74,31034.26,31974.69,31034.26,0.047574,-14.91,2.97,-17.88,10,stop_loss
LONG,resistance,2022-06-07 22:45:00,2022-06-07 23:00:00,31259.96,30947.36,31885.16,30947.36,0.047565,-14.87,2.96,-17.83,1,stop_loss
SHORT,support,2022-06-09 13:30:00,2022-06-09 15:30:00,30000.94,30300.95,29400.92,30300.95,0.049412,-14.82,2.98,-17.8,8,stop_loss
SHORT,support,2022-06-09 19:45:00,2022-06-10 03:00:00,30017.12,30317.29,29416.78,30317.29,0.049237,-14.78,2.97,-17.75,29,stop_loss
SHORT,support,2022-06-10 12:30:00,2022-06-10 16:15:00,29697.39,29103.44,29103.44,29994.36,0.049618,29.47,2.92,26.55,15,take_profit
SHORT,support,2022-06-10 16:15:00,2022-06-10 21:45:00,28971.77,29261.49,28392.33,29261.49,0.05109,-14.8,2.98,-17.78,22,stop_loss
SHORT,support,2022-06-11 09:00:00,2022-06-11 13:00:00,28973.7,28394.23,28394.23,29263.44,0.050933,29.51,2.92,26.59,16,take_profit
SHORT,support,2022-06-11 13:00:00,2022-06-11 13:30:00,28561.5,28847.12,27990.27,28847.12,0.051901,-14.82,2.98,-17.8,2,stop_loss
SHORT,support,2022-06-11 14:45:00,2022-06-11 18:30:00,28429.65,28713.95,27861.06,28713.95,0.051985,-14.78,2.97,-17.75,15,stop_loss
SHORT,support,2022-06-12 02:15:00,2022-06-12 02:45:00,27896.3,27338.37,27338.37,28175.26,0.05282,29.47,2.92,26.55,2,take_profit
SHORT,support,2022-06-12 02:45:00,2022-06-12 03:30:00,27427.48,27701.75,26878.93,27701.75,0.053965,-14.8,2.98,-17.78,3,stop_loss
SHORT,support,2022-06-12 05:15:00,2022-06-12 07:45:00,27282.83,27555.66,26737.17,27555.66,0.054088,-14.76,2.97,-17.72,10,stop_loss
SHORT,support,2022-06-12 13:45:00,2022-06-12 14:15:00,27313.36,27586.49,26767.09,27586.49,0.053865,-14.71,2.96,-17.67,2,stop_loss
SHORT,support,2022-06-12 14:15:00,2022-06-12 14:45:00,27462.01,27736.63,26912.77,27736.63,0.053413,-14.67,2.95,-17.62,2,stop_loss
SHORT,support,2022-06-12 22:45:00,2022-06-13 00:00:00,26995.44,26455.53,26455.53,27265.39,0.054173,29.25,2.9,26.35,5,take_profit
SHORT,support,2022-06-13 00:00:00,2022-06-13 00:30:00,26623.06,26889.29,26090.6,26889.29,0.055178,-14.69,2.95,-17.64,2,stop_loss
SHORT,support,2022-06-13 00:30:00,2022-06-13 01:15:00,26590.0,26058.2,26058.2,26855.9,0.055081,29.29,2.9,26.39,3,take_profit
SHORT,support,2022-06-13 01:15:00,2022-06-13 02:15:00,26023.3,25502.83,25502.83,26283.53,0.056534,29.42,2.91,26.51,4,take_profit
SHORT,support,2022-06-13 02:15:00,2022-06-13 03:00:00,25784.82,25269.12,25269.12,26042.67,0.057314,29.56,2.93,26.63,3,take_profit
SHORT,support,2022-06-13 03:00:00,2022-06-13 03:30:00,25216.31,25468.47,24711.98,25468.47,0.05887,-14.84,2.98,-17.83,2,stop_loss
SHORT,support,2022-06-13 03:30:00,2022-06-13 04:00:00,25484.73,25739.58,24975.04,25739.58,0.058075,-14.8,2.97,-17.78,2,stop_loss
SHORT,support,2022-06-13 07:30:00,2022-06-13 08:45:00,24906.02,24407.9,24407.9,25155.08,0.059246,29.51,2.92,26.59,5,take_profit
SHORT,support,2022-06-13 08:45:00,2022-06-13 09:00:00,24182.6,24424.43,23698.95,24424.43,0.061293,-14.82,2.98,-17.8,1,stop_loss
SHORT,support,2022-06-13 09:00:00,2022-06-13 09:30:00,24512.99,24022.73,24022.73,24758.12,0.060286,29.56,2.93,26.63,2,take_profit
SHORT,support,2022-06-13 09:30:00,2022-06-13 09:45:00,23925.86,24165.12,23447.34,24165.12,0.062043,-14.84,2.98,-17.83,1,stop_loss
SHORT,support,2022-06-13 09:45:00,2022-06-13 10:30:00,24052.83,24293.36,23571.77,24293.36,0.06153,-14.8,2.97,-17.77,3,stop_loss
SHORT,support,2022-06-13 11:00:00,2022-06-13 12:00:00,23865.35,24104.0,23388.04,24104.0,0.061827,-14.76,2.97,-17.72,4,stop_loss
SHORT,support,2022-06-13 12:00:00,2022-06-13 12:45:00,24353.31,23866.24,23866.24,24596.84,0.060407,29.42,2.91,26.51,3,take_profit
SHORT,support,2022-06-13 13:15:00,2022-06-13 13:30:00,23408.57,23642.66,22940.4,23642.66,0.063128,-14.78,2.97,-17.75,1,stop_loss
SHORT,support,2022-06-13 13:30:00,2022-06-13 14:30:00,23620.14,23147.74,23147.74,23856.34,0.062375,29.47,2.92,26.55,4,take_profit
SHORT,support,2022-06-13 14:30:00,2022-06-13 15:15:00,23054.63,23285.18,22593.54,23285.18,0.064192,-14.8,2.97,-17.77,3,stop_loss
SHORT,support,2022-06-13 15:15:00,2022-06-13 15:30:00,22943.47,23172.9,22484.6,23172.9,0.06431,-14.75,2.97,-17.72,1,stop_loss
SHORT,support,2022-06-13 15:30:00,2022-06-13 16:00:00,23467.98,23702.66,22998.62,23702.66,0.062684,-14.71,2.96,-17.67,2,stop_loss
SHORT,support,2022-06-13 22:45:00,2022-06-13 23:15:00,22587.9,22136.14,22136.14,22813.78,0.06493,29.33,2.9,26.43,2,take_profit
SHORT,support,2022-06-13 23:15:00,2022-06-13 23:45:00,22160.63,22382.24,21717.42,22382.24,0.06648,-14.73,2.96,-17.69,2,stop_loss
SHORT,support,2022-06-13 23:45:00,2022-06-14 00:00:00,22487.41,22712.28,22037.66,22712.28,0.065318,-14.69,2.95,-17.64,1,stop_loss
SHORT,support,2022-06-14 00:45:00,2022-06-14 01:15:00,21759.51,21324.32,21324.32,21977.11,0.0673,29.29,2.9,26.39,2,take_profit
SHORT,support,2022-06-14 01:15:00,2022-06-14 01:30:00,21171.2,21382.91,20747.78,21382.91,0.069482,-14.71,2.96,-17.67,1,stop_loss
SHORT,support,2022-06-14 01:30:00,2022-06-14 01:45:00,21013.08,21223.21,20592.82,21223.21,0.069794,-14.67,2.95,-17.61,1,stop_loss
SHORT,support,2022-06-14 01:45:00,2022-06-14 02:00:00,20855.0,21063.55,20437.9,21063.55,0.070112,-14.62,2.94,-17.56,1,stop_loss
SHORT,support,2022-06-14 02:00:00,2022-06-14 02:15:00,21311.74,21524.86,20885.51,21524.86,0.068404,-14.58,2.93,-17.51,1,stop_loss
